business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,200794332,COST in,12-11-2019 00:00,2019,1930052739,25-10-2019,20191025,20191025,20191109,USD,RV,1,,5181.51,20191025,NAAX,1930052739,0
U001,200881076,ALBERT corp,17-12-2019 00:00,2019,1930209407,02-12-2019,20191202,20191202,20191217,USD,RV,1,,19082.14,20191202,NAA8,1930209407,0
U001,200769623,WAL-MAR trust,26-11-2019 00:00,2019,1930153511,15-11-2019,20191114,20191115,20191130,USD,RV,1,,12819.5,20191115,NAH4,1930153511,0
U001,200769623,WAL-MAR systems,05-02-2020 00:00,2020,1930438462,24-01-2020,20200124,20200124,20200208,USD,RV,1,,53349.54,20200124,NAH4,1930438462,0
U013,100053554,SYSTEMS systems,11-02-2020 00:00,2020,1991837617,11-01-2020,20200107,20200111,20200210,USD,RV,1,,5683.5,20200111,NAVE,1991837617,0
U001,200783734,FAREW us,04-09-2019 00:00,2019,1929773400,21-08-2019,20190822,20190821,20190905,USD,RV,1,,11845.19,20190821,NAA8,1929773400,0
U001,200744019,TARG associates,,2020,1930676042,21-03-2020,20200320,20200321,20200405,USD,RV,1,,5893.01,20200321,NAA8,1930676042,1
U001,100006311,QUALITY C ,30-07-2019 00:00,2019,1929626925,17-07-2019,20190717,20190717,20190801,USD,RV,1,,20079.58,20190717,NAA8,1929626925,0
U001,200769623,WAL-MAR co,04-02-2020 00:00,2020,1930431304,24-01-2020,20200123,20200124,20200208,USD,RV,1,,11307.78,20200124,NAH4,1930431304,0
CA02,140106408,WAL-M corp,,2020,2960618790,06-03-2020,20200306,20200306,20200316,CAD,RV,1,,92832.27,20200306,CA10,2960618790,1
U001,200769623,WAL-MAR foundation,30-01-2019 00:00,2019,1928620435,14-01-2019,20190114,20190114,20190129,USD,RV,1,,36188.11,20190114,NAH4,1928620435,0
U001,200337148,COAS llc,,2020,1930592246,02-03-2020,20200302,20200302,20200317,USD,RV,1,,11380.83,20200302,NAA8,1930592246,1
U001,200769623,WAL-MAR foundation,09-05-2019 00:00,2019,1929194820,23-04-2019,20190423,20190423,20190508,USD,RV,1,,412.09,20190423,NAH4,1929194820,0
CA02,140106408,WAL-M associates,06-05-2019 00:00,2019,2960542344,16-04-2019,20190416,20190416,20190426,CAD,RV,1,,48413.28,20190416,CA10,2960542344,0
U001,200750051,ALBER systems,03-05-2019 00:00,2019,1929170780,18-04-2019,20190418,20190418,20190503,USD,RV,1,,6023.53,20190418,NAA8,1929170780,0
U001,200721222,GO trust,07-10-2019 00:00,2019,1929907681,22-09-2019,20190921,20190922,20191007,USD,RV,1,,17307.51,20190922,NAA8,1929907681,0
U001,200769623,WAL-MAR in,23-09-2019 00:00,2019,1929847863,10-09-2019,20190909,20190910,20190925,USD,RV,1,,341.14,20190910,NAH4,1929847863,0
U001,200726979,BJ'S  systems,01-07-2019 00:00,2019,1929541405,15-06-2019,20190625,20190615,20190630,USD,RV,1,,365.87,20190615,NAA8,1929541405,0
U001,CCCA02,KRAFT  systems,30-08-2019 00:00,2019,1929535888,05-07-2019,20190701,20190705,20190809,USD,RV,1,,32751.88,20190705,NAG2,1929535888,0
U001,200794332,COST associates,,2020,1930731070,07-04-2020,20200401,20200407,20200422,USD,RV,1,,3863.93,20200407,NAAX,1930731070,1
U001,200700919,US  corp,13-02-2019 00:00,2019,1928656691,23-01-2019,20190121,20190123,20190212,USD,RV,1,,39221.31,20190123,NAD1,1928656691,0
U001,200794332,COST llc,,2020,1930803605,23-04-2020,20200420,20200423,20200508,USD,RV,1,,74453.01,20200423,NAAX,1930803605,1
U001,200769623,WAL-MAR corp,27-06-2019 00:00,2019,1929497308,17-06-2019,20190615,20190617,20190702,USD,RV,1,,46961.92,20190617,NAH4,1929497308,0
U001,200149567,RESER llc,19-07-2019 00:00,2019,1929433546,04-06-2019,20190604,20190604,20190719,USD,RV,1,,51641.33,20190604,NABG,1929433546,0
U001,200769623,WAL-MAR corp,19-11-2019 00:00,2019,1930130044,08-11-2019,20191108,20191108,20191123,USD,RV,1,,52187.72,20191108,NAH4,1930130044,0
U001,200769623,WAL-MAR associates,21-01-2020 00:00,2020,1930353067,04-01-2020,20200104,20200104,20200119,USD,RV,1,,4953.83,20200104,NAH4,1930353067,0
U001,200337148,COAS corporation,06-02-2020 00:00,2020,1930415312,22-01-2020,20200120,20200122,20200206,USD,RV,1,,54714.07,20200122,NAA8,1930415312,0
U001,200769623,WAL-MAR corp,04-03-2020 00:00,2020,1930555074,22-02-2020,20200222,20200222,20200308,USD,RV,1,,3228.13,20200222,NAH4,1930555074,0
CA02,CCU001,KRAFT  trust,31-05-2019 00:00,2019,2960541801,12-04-2019,20190412,20190412,20190519,CAD,RV,1,,31715.46,20190414,NAG2,2960541801,0
U001,200803720,DEC corp,,2020,1930698352,25-03-2020,20200325,20200325,20200408,USD,RV,1,,138.6,20200316,NAM4,1930698352,1
U001,200769623,WAL-MAR trust,26-04-2019 00:00,2019,1929141059,16-04-2019,20190414,20190416,20190501,USD,RV,1,,34565.51,20190416,NAH4,1929141059,0
U001,200759082,INGL in,23-08-2019 00:00,2019,1929722196,08-08-2019,20190808,20190808,20190823,USD,RV,1,,65353,20190808,NAA8,1929722196,0
U001,200769623,WAL-MAR corporation,27-02-2020 00:00,2020,1930532562,17-02-2020,20200216,20200217,20200303,USD,RV,1,,49723.89,20200217,NAH4,1930532562,0
U001,200769623,WAL-MAR us,29-01-2019 00:00,2019,1928638946,18-01-2019,20190117,20190118,20190202,USD,RV,1,,353.96,20190118,NAH4,1928638946,0
U001,200230690,DECA systems,10-05-2019 00:00,2019,1929274085,07-05-2019,20190507,20190507,20190511,USD,RV,1,,3435.96,20190501,NAM2,1929274085,0
U001,200794332,COST co,,2020,1930647189,13-03-2020,20200313,20200313,20200328,USD,RV,1,,32715.47,20200313,NAAX,1930647189,1
U001,200020431,DEC us,,2020,1930861637,06-05-2020,20200506,20200506,20200524,USD,RV,1,,174.72,20200501,NAM4,1930861637,1
U001,200769623,WAL-MAR ,05-08-2019 00:00,2019,1929656804,24-07-2019,20190724,20190724,20190808,USD,RV,1,,21418.85,20190724,NAH4,1929656804,0
U001,200701314,MBM  foundation,31-01-2020 00:00,2020,1930391457,15-01-2020,20200113,20200115,20200130,USD,RV,1,,12606.72,20200115,NAA8,1930391457,0
U001,200742791,QUI us,04-03-2020 00:00,2020,1930520098,18-02-2020,20200213,20200218,20200304,USD,RV,1,,25580.96,20200218,NAA8,1930520098,0
U001,200743129,BROOKS systems,10-09-2019 00:00,2019,1929797274,28-08-2019,20190827,20190828,20190912,USD,RV,1,,20360.19,20190828,NAA8,1929797274,0
U001,200769623,WAL-MAR associates,,2020,1930635649,12-03-2020,20200311,20200312,20200327,USD,RV,1,,767.78,20200312,NAH4,1930635649,1
U001,200780825,SYSCO FO trust,30-07-2019 00:00,2019,1929620499,16-07-2019,20190715,20190716,20190731,USD,RV,1,,322.48,20190716,NAA8,1929620499,0
U001,200762301,C&S WH llc,05-02-2020 00:00,2020,1930413750,21-01-2020,20200120,20200121,20200205,USD,RV,1,,91102.25,20200121,NAC6,1930413750,0
U001,200769369,DI llc,01-04-2019 00:00,2019,1928964395,15-03-2019,20190315,20190315,20190330,USD,RV,1,,73077.72,20190315,NAA8,1928964395,0
CA02,100030194,AMAZO ,15-07-2019 00:00,2019,2960558116,30-06-2019,20190630,20190630,20190711,CAD,RV,1,,2827.8,20190701,CA10,2960558116,0
U001,200714710,SYSCO  us,24-06-2019 00:00,2019,1929462621,10-06-2019,20190609,20190610,20190625,USD,RV,1,,3285.62,20190610,NAA8,1929462621,0
CA02,140106181,THE  corp,18-09-2019 00:00,2019,2960562705,08-07-2019,20190708,20190708,20190719,CAD,RV,1,,6912,20190709,CA10,2960562705,0
U001,100028450,DASA I ,23-05-2019 00:00,2019,1929251852,06-05-2019,20190506,20190506,20190516,USD,RV,1,,24351.25,20190506,NA10,1929251852,0
U001,200561861,CO in,21-06-2019 00:00,2019,1929446470,06-06-2019,20190606,20190606,20190621,USD,RV,1,,22491.08,20190606,NAA8,1929446470,0
U001,200622385,US  co,10-05-2019 00:00,2019,1929213250,26-04-2019,20190426,20190426,20190511,USD,RV,1,,981.31,20190426,NAA8,1929213250,0
U001,200769623,WAL-MAR foundation,24-01-2020 00:00,2020,1930395090,14-01-2020,20200113,20200114,20200129,USD,RV,1,,71008.69,20200114,NAH4,1930395090,0
U001,200744019,TARG in,26-02-2019 00:00,2019,1928711753,01-02-2019,20190130,20190201,20190216,USD,RV,1,,8445.33,20190201,NAA8,1928711753,0
U001,200752302,KROGER foundation,03-09-2019 00:00,2019,1929760273,19-08-2019,20190819,20190819,20190903,USD,RV,1,,79935.8,20190819,NAA8,1929760273,0
CA02,140105785,SHOPPE foundation,,2020,2960624627,27-03-2020,20200327,20200327,20200410,CAD,RV,1,,2829.6,20200331,CA10,2960624627,1
U001,200769623,WAL-MAR in,11-02-2019 00:00,2019,1928657817,24-01-2019,20190121,20190124,20190208,USD,RV,1,,13636.19,20190124,NAH4,1928657817,0
U001,200769623,WAL-MAR llc,08-04-2019 00:00,2019,1929027308,27-03-2019,20190325,20190327,20190411,USD,RV,1,,71047.42,20190327,NAH4,1929027308,0
U001,200769623,WAL-MAR corporation,25-06-2019 00:00,2019,1929485994,13-06-2019,20190613,20190613,20190628,USD,RV,1,,3748.84,20190613,NAH4,1929485994,0
U001,200772670,ASSOCIAT co,06-03-2019 00:00,2019,1928831527,20-02-2019,20190221,20190220,20190307,USD,RV,1,,74898.29,20190220,NAU5,1928831527,0
U001,200769623,WAL-MAR foundation,20-11-2019 00:00,2019,1930133339,10-11-2019,20191109,20191110,20191125,USD,RV,1,,6300.98,20191110,NAH4,1930133339,0
U001,200769623,WAL-MAR ,,2020,1930577078,28-02-2020,20200227,20200228,20200314,USD,RV,1,,14514.68,20200228,NAH4,1930577078,1
U001,200769623,WAL-MAR foundation,,2020,1930774741,10-04-2020,20200410,20200410,20200425,USD,RV,1,,55400.31,20200410,NAH4,1930774741,1
U001,200705742,DOT co,17-05-2019 00:00,2019,1929249507,02-05-2019,20190502,20190502,20190517,USD,RV,1,,26520.18,20190502,NAA8,1929249507,0
U001,200772670,ASSOCIAT corporation,,2020,1930765053,09-04-2020,20200408,20200409,20200424,USD,RV,1,,174766.36,20200409,NAU5,1930765053,1
U001,200762301,C&S WH ,01-04-2019 00:00,2019,1928964364,15-03-2019,20190314,20190315,20190330,USD,RV,1,,75138.42,20190315,NAC6,1928964364,0
U001,200761734,H E BUT in,07-08-2019 00:00,2019,1929656725,24-07-2019,20190724,20190724,20190808,USD,RV,1,,78043.58,20190724,NAA8,1929656725,0
CA02,140104409,LOB us,21-06-2019 00:00,2019,2960552326,02-06-2019,20190603,20190602,20190619,CAD,RV,1,,51234.16,20190609,CA10,2960552326,0
U001,200900909,SYSCO systems,,2020,1930645969,13-03-2020,20200312,20200313,20200414,USD,RV,1,,31512.75,20200313,NA32,1930645969,1
U001,200769623,WAL-MAR systems,,2020,1930718081,30-03-2020,20200329,20200330,20200414,USD,RV,1,,19701.55,20200330,NAH4,1930718081,1
U001,200455322,PEA us,07-11-2019 00:00,2019,1929867941,12-09-2019,20190912,20190912,20191012,USD,RV,1,,42362.3,20190912,NAD5,1929867941,0
U001,200290370,BARGAIN  corporation,27-09-2019 00:00,2019,1929854327,10-09-2019,20190909,20190910,20190925,USD,RV,1,,6347.86,20190910,NAA8,1929854327,0
U001,200769623,WAL-MAR systems,10-07-2019 00:00,2019,1929559339,30-06-2019,20190629,20190630,20190715,USD,RV,1,,48129.8,20190630,NAH4,1929559339,0
U001,200726979,BJ'S  trust,,2020,1930788667,16-04-2020,20200415,20200416,20200501,USD,RV,1,,132.72,20200416,NAA8,1930788667,1
U001,200769623,WAL-MAR corp,10-10-2019 00:00,2019,1929940577,29-09-2019,20190929,20190929,20191014,USD,RV,1,,5957.04,20190929,NAH4,1929940577,0
U001,200769623,WAL-MAR llc,03-09-2019 00:00,2019,1929767246,21-08-2019,20190820,20190821,20190905,USD,RV,1,,423.47,20190821,NAH4,1929767246,0
U001,100028210,WEST  trust,23-03-2019 00:00,2019,1928896405,04-03-2019,20190304,20190304,20190319,USD,RV,1,,32415.05,20190304,NAA8,1928896405,0
U001,200769623,WAL-MAR llc,03-09-2019 00:00,2019,1929773090,22-08-2019,20190822,20190822,20190906,USD,RV,1,,1328.25,20190822,NAH4,1929773090,0
U001,200743129,BROOKS in,14-08-2019 00:00,2019,1929670921,28-07-2019,20190728,20190728,20190812,USD,RV,1,,116300.54,20190728,NAA8,1929670921,0
U001,200769623,WAL-MAR llc,,2020,1930709919,29-03-2020,20200328,20200329,20200413,USD,RV,1,,1121.15,20200329,NAH4,1930709919,1
U001,200769623,WAL-MAR llc,,2020,1930752568,06-04-2020,20200406,20200406,20200421,USD,RV,1,,11394.84,20200406,NAH4,1930752568,1
U001,200783609,PROFIC corporation,29-01-2020 00:00,2020,1930395778,14-01-2020,20200114,20200114,20200129,USD,RV,1,,20306.46,20200114,NAA8,1930395778,0
U001,100033266,INTERN trust,24-12-2019 00:00,2019,1930174350,25-11-2019,20191120,20191125,20191210,USD,RV,1,,17243.1,20191125,NAA8,1930174350,0
U001,200744019,TARG associates,26-02-2020 00:00,2020,1930512246,11-02-2020,20200211,20200211,20200226,USD,RV,1,,22993.63,20200211,NAA8,1930512246,0
U001,200705089,JETR foundation,07-08-2019 00:00,2019,1929651119,23-07-2019,20190723,20190723,20190807,USD,RV,1,,18939.75,20190723,NAA8,1929651119,0
U001,100032262,INTERSTA co,29-06-2019 00:00,2019,1929487380,18-06-2019,20190613,20190618,20190628,USD,RV,1,,13872.48,20190618,NA10,1929487380,0
U001,200762301,C&S WH systems,19-02-2020 00:00,2020,1930461787,01-02-2020,20200131,20200201,20200216,USD,RV,1,,937.68,20200201,NAC6,1930461787,0
CA02,140105847,GORDON F co,,2020,2960627274,08-04-2020,20200408,20200408,20200418,CAD,RV,1,,3685.2,20200408,CA10,2960627274,1
U001,200769623,WAL-MAR co,09-05-2019 00:00,2019,1929221972,29-04-2019,20190427,20190429,20190514,USD,RV,1,,1170.27,20190429,NAH4,1929221972,0
U001,200769623,WAL-MAR co,18-03-2019 00:00,2019,1928913601,07-03-2019,20190306,20190307,20190322,USD,RV,1,,23976.32,20190307,NAH4,1928913601,0
U001,200756072,REINHA trust,17-04-2019 00:00,2019,1929061083,02-04-2019,20190401,20190402,20190417,USD,RV,1,,18828.87,20190402,NAA8,1929061083,0
U001,200769623,WAL-MAR us,23-12-2019 00:00,2019,1930255968,10-12-2019,20191210,20191210,20191225,USD,RV,1,,720.78,20191210,NAH4,1930255968,0
U001,200794332,COST in,07-10-2019 00:00,2019,1929908065,21-09-2019,20190921,20190921,20191006,USD,RV,1,,13091.11,20190921,NAAX,1929908065,0
U001,200353024,DECA ,02-03-2020 00:00,2020,1930553179,21-02-2020,20200221,20200221,20200310,USD,RV,1,,28.32,20200216,NAM4,1930553179,0
U001,200762301,C&S WH us,14-02-2020 00:00,2020,1930452932,30-01-2020,20200129,20200130,20200214,USD,RV,1,,19665.2,20200130,NAC6,1930452932,0
U001,200744019,TARG foundation,,2020,1930648342,15-03-2020,20200314,20200315,20200330,USD,RV,1,,52123.3,20200315,NAA8,1930648342,1
CA02,140104429,COSTCO corp,09-05-2019 00:00,2019,2960542647,18-04-2019,20190418,20190418,20190505,CAD,RV,1,,67034.28,20190425,CA10,2960542647,0
U001,200769623,WAL-MAR systems,,2020,1930632791,10-03-2020,20200310,20200310,20200325,USD,RV,1,,14994.01,20200310,NAH4,1930632791,1
U001,200769623,WAL-MAR llc,,2020,1930617194,06-03-2020,20200306,20200306,20200321,USD,RV,1,,36.06,20200306,NAH4,1930617194,1
U001,200769623,WAL-MAR foundation,28-05-2019 00:00,2019,1929313381,15-05-2019,20190514,20190515,20190530,USD,RV,1,,13112.14,20190515,NAH4,1929313381,0
U001,200780383,MEIJ associates,21-06-2019 00:00,2019,1929436297,05-06-2019,20190605,20190605,20190620,USD,RV,1,,19997.78,20190605,NAA8,1929436297,0
U001,200759878,SA llc,06-03-2020 00:00,2020,1930448984,30-01-2020,20200128,20200130,20200315,USD,RV,1,,124047.42,20200130,NAWP,1930448984,0
U001,200148860,DOLLA llc,25-09-2019 00:00,2019,1929855149,10-09-2019,20190910,20190910,20190925,USD,RV,1,,99386.3,20190910,NAA8,1929855149,0
U001,200726979,BJ'S  systems,15-10-2019 00:00,2019,1929927951,27-09-2019,20190926,20190927,20191012,USD,RV,1,,2211.63,20190927,NAA8,1929927951,0
U001,200772595,SAFEW corporation,29-04-2019 00:00,2019,1928838009,21-02-2019,20190221,20190221,20190427,USD,RV,1,,2588.65,20190221,NAGD,1928838009,0
U001,200772670,ASSOCIAT trust,18-04-2019 00:00,2019,1929071770,02-04-2019,20190402,20190402,20190417,USD,RV,1,,99608.36,20190402,NAU5,1929071770,0
U001,200769623,WAL-MAR associates,01-04-2019 00:00,2019,1928977255,19-03-2019,20190316,20190319,20190403,USD,RV,1,,16982.59,20190319,NAH4,1928977255,0
U001,200781803,JRD us,15-07-2019 00:00,2019,1929540585,25-06-2019,20190625,20190625,20190715,USD,RV,1,,1721.07,20190625,NAD1,1929540585,0
U001,200744019,TARG ,23-10-2019 00:00,2019,1929970361,06-10-2019,20191005,20191006,20191021,USD,RV,1,,13533.21,20191006,NAA8,1929970361,0
U001,200769623,WAL-MAR ,15-10-2019 00:00,2019,1929928863,29-09-2019,20190929,20190929,20191014,USD,RV,1,,3225.75,20190929,NAH4,1929928863,0
U001,200719839,ASSOCI in,04-11-2019 00:00,2019,1929706222,07-08-2019,20190805,20190807,20191105,USD,RV,1,,1172.53,20190807,NAVR,1929706222,0
U001,200794332,COST ,12-04-2019 00:00,2019,1929050378,29-03-2019,20190329,20190329,20190413,USD,RV,1,,32944.47,20190329,NAAX,1929050378,0
U001,200761734,H E BUT trust,27-11-2019 00:00,2019,1930147567,13-11-2019,20191113,20191113,20191128,USD,RV,1,,11443.14,20191113,NAA8,1930147567,0
U001,200966888,BIRD-I ,25-01-2020 00:00,2020,1930389805,10-01-2020,20200111,20200110,20200120,USD,RV,1,,4884,20200110,NA10,1930389805,0
U001,200782001,GORDO ,26-03-2019 00:00,2019,1928923101,07-03-2019,20190307,20190307,20190322,USD,RV,1,,38182.86,20190307,NAA8,1928923101,0
CA02,140118168,RONALD co,31-05-2019 00:00,2019,2960541584,30-04-2019,20190430,20190430,20190531,CAD,RV,1,,24960,20190501,CA30,2960541584,0
U001,200418007,AM in,,2020,1930752243,06-04-2020,20200406,20200406,20200421,USD,RV,1,,25836.19,20200406,NAA8,1930752243,1
U001,200331749,SYSC systems,31-12-2019 00:00,2019,1930267709,12-12-2019,20191211,20191212,20191227,USD,RV,1,,17710.21,20191212,NAA8,1930267709,0
U001,200418007,AM systems,26-02-2019 00:00,2019,1928661972,24-01-2019,20190122,20190124,20190208,USD,RV,1,,7790.06,20190124,NAA8,1928661972,0
U001,200772595,SAFEW us,23-07-2019 00:00,2019,1929581970,06-07-2019,20190706,20190706,20190721,USD,RV,1,,48577.93,20190706,NAA8,1929581970,0
U001,200739006,AL foundation,,2020,1930768064,15-04-2020,20200409,20200415,20200430,USD,RV,1,,4309.05,20200415,NAA8,1930768064,1
U001,200769623,WAL-MAR co,19-02-2019 00:00,2019,1928748491,06-02-2019,20190206,20190206,20190221,USD,RV,1,,316.8,20190206,NAH4,1928748491,0
U001,100031704,DELHAIZE associates,,2020,1930789873,15-04-2020,20200416,20200415,20200430,USD,RV,1,,70181.07,20200415,NAA8,1930789873,1
U001,200769623,WAL-MAR trust,,2020,1930705172,28-03-2020,20200326,20200328,20200412,USD,RV,1,,3403.8,20200328,NAH4,1930705172,1
U001,200020431,DEC ,24-07-2019 00:00,2019,1929640795,19-07-2019,20190719,20190719,20190723,USD,RV,1,,1867.12,20190716,NAM1,1929640795,0
U001,200794332,COST systems,06-03-2020 00:00,2020,1930546685,21-02-2020,20200220,20200221,20200426,USD,RV,1,,1715.7,20200221,NAGD,1930546685,0
U001,200900909,SYSCO ,09-07-2019 00:00,2019,1929498900,19-06-2019,20190616,20190619,20190704,USD,RV,1,,31309.71,20190619,NAA8,1929498900,0
U001,200705742,DOT associates,10-12-2019 00:00,2019,1930189164,25-11-2019,20191124,20191125,20191229,USD,RV,1,,94490.93,20191125,NAAW,1930189164,0
U001,200769623,WAL-MAR systems,27-01-2020 00:00,2020,1930401180,15-01-2020,20200115,20200115,20200130,USD,RV,1,,6663.09,20200115,NAH4,1930401180,0
U001,CCCA02,KRAFT  corporation,29-03-2019 00:00,2019,1928833837,22-02-2019,20190221,20190222,20190329,USD,RV,1,,16245.14,20190222,NAG2,1928833837,0
U001,200744019,TARG corp,21-02-2020 00:00,2020,1930476884,06-02-2020,20200205,20200206,20200221,USD,RV,1,,46665.92,20200206,NAA8,1930476884,0
U001,200744019,TARG llc,19-02-2019 00:00,2019,1928708954,31-01-2019,20190130,20190131,20190215,USD,RV,1,,20463.04,20190131,NAA8,1928708954,0
U001,200759878,SA associates,27-08-2019 00:00,2019,1929725793,09-08-2019,20190809,20190809,20190824,USD,RV,1,,26097.25,20190809,NAH4,1929725793,0
U001,200744019,TARG systems,,2020,1930620634,10-03-2020,20200307,20200310,20200514,USD,RV,1,,10665.53,20200310,NAGD,1930620634,1
U001,200739534,OK ,18-10-2019 00:00,2019,1929956074,02-10-2019,20191003,20191002,20191017,USD,RV,1,,19190.96,20191002,NAA8,1929956074,0
U001,200592182,DECA foundation,25-04-2019 00:00,2019,1929206084,25-04-2019,20190425,20190425,20190426,USD,RV,1,,7642.71,20190416,NAM2,1929206084,0
U001,200229974,DARDEN D corp,15-05-2019 00:00,2019,1929248983,02-05-2019,20190502,20190502,20190517,USD,RV,1,,22759.63,20190502,NAA8,1929248983,0
U001,200705742,DOT associates,20-12-2019 00:00,2019,1930208800,05-12-2019,20191201,20191205,20191220,USD,RV,1,,1683.46,20191205,NAA8,1930208800,0
U001,200803720,DEC llc,25-05-2019 00:00,2019,1929378721,25-05-2019,20190525,20190525,20190526,USD,RV,1,,320.06,20190516,NAM2,1929378721,0
CA02,140105847,GORDON F llc,13-05-2019 00:00,2019,2960544831,01-05-2019,20190501,20190501,20190512,CAD,RV,1,,33523,20190502,CA10,2960544831,0
U001,200769623,WAL-MAR corp,03-02-2020 00:00,2020,1930410307,17-01-2020,20200117,20200117,20200201,USD,RV,1,,7040.6,20200117,NAH4,1930410307,0
U001,200965912,C&S W llc,30-12-2019 00:00,2019,1930272033,13-12-2019,20191212,20191213,20191228,USD,RV,1,,45235.58,20191213,NAC6,1930272033,0
U001,200759878,SA ,22-01-2019 00:00,2019,1928557628,04-01-2019,20190103,20190104,20190119,USD,RV,1,,13873.43,20190104,NAH4,1928557628,0
U001,200772670,ASSOCIAT ,13-05-2019 00:00,2019,1929209707,25-04-2019,20190425,20190425,20190510,USD,RV,1,,61001.54,20190425,NAU5,1929209707,0
U001,200769623,WAL-MAR llc,06-03-2020 00:00,2020,1930558146,25-02-2020,20200222,20200225,20200311,USD,RV,1,,17479.1,20200225,NAH4,1930558146,0
U001,200769623,WAL-MAR llc,24-09-2019 00:00,2019,1929871957,13-09-2019,20190913,20190913,20190928,USD,RV,1,,28649.56,20190913,NAH4,1929871957,0
U001,200780383,MEIJ us,28-01-2019 00:00,2019,1928598541,09-01-2019,20190110,20190109,20190124,USD,RV,1,,46474.49,20190109,NAA8,1928598541,0
U001,200759878,SA foundation,22-01-2019 00:00,2019,1928556577,04-01-2019,20190103,20190104,20190119,USD,RV,1,,14516.79,20190104,NAH4,1928556577,0
U001,200769623,WAL-MAR foundation,21-06-2019 00:00,2019,1929464440,11-06-2019,20190610,20190611,20190626,USD,RV,1,,16101.13,20190611,NAH4,1929464440,0
U001,200769369,DI ,26-11-2019 00:00,2019,1930135532,11-11-2019,20191109,20191111,20191126,USD,RV,1,,15258.5,20191111,NAA8,1930135532,0
U001,200769623,WAL-MAR ,15-10-2019 00:00,2019,1929961583,05-10-2019,20191004,20191005,20191020,USD,RV,1,,69527.13,20191005,NAH4,1929961583,0
U001,100043936,PAPA JO in,31-10-2019 00:00,2019,1930038380,21-10-2019,20191021,20191021,20191031,USD,RV,1,,15026.34,20191021,NA10,1930038380,0
U001,200726979,BJ'S  ,22-01-2019 00:00,2019,1928559607,04-01-2019,20190103,20190104,20190119,USD,RV,1,,83081.83,20190104,NAA8,1928559607,0
CA02,140106293,ATLANT llc,24-06-2019 00:00,2019,2960551480,31-05-2019,20190531,20190531,20190618,CAD,RV,1,,38.22,20190608,CA10,2960551480,0
U001,200794332,COST foundation,01-05-2019 00:00,2019,1929143274,16-04-2019,20190413,20190416,20190501,USD,RV,1,,20557.14,20190416,NAAX,1929143274,0
